140,"year",658
141,"off",639
142,"come",630
143,"since",628
144,"against",627
145,"go",626
146,"came",622
147,"right",613
148,"used",611
149,"take",610
150,"three",610
151,"himself",603
152,"states",603
153,"few",601
154,"house",591
155,"use",591
156,"during",585
157,"without",583
158,"again",577
159,"place",570
160,"american",569
161,"around",562
162,"however",552
163,"home",547
164,"small",542
165,"found",536
166,"thought",517
167,"went",507
168,"say",504
169,"part",500
170,"once",499
171,"general",498
172,"high",497
173,"upon",495
174,"school",493
175,"every",491
176,"does",485
177,"got",482
178,"united",482
179,"left",480
180,"number",472
181,"course",465
182,"war",464
183,"until",461
184,"always",458
185,"away",456
186,"something",450
187,"fact",447
188,"water",445
189,"though",440
190,"public",438
191,"less",437
192,"put",437
193,"think",433
194,"almost",432
195,"hand",431
196,"enough",430
197,"far",426
198,"took",426
199,"head",424
200,"yet",419
201,"government",418
202,"system",416
203,"better",414
204,"set",414
205,"told",413
206,"night",411
207,"nothing",411
208,"end",409
209,"why",404
210,"called",401
211,"eyes",401
212,"find",400
213,"going",399
214,"look",399
215,"asked",398
216,"later",397
217,"knew",395
218,"point",395
219,"next",394
220,"program",394
221,"business",393
222,"city",393
223,"group",390
224,"give",389
225,"toward",386
226,"young",385
227,"days",384
228,"let",384
229,"room",384
230,"president",382
231,"side",381
232,"social",380
233,"given",377
234,"present",377
235,"several",377
236,"order",376
237,"national",375
238,"possible",374
239,"rather",373
240,"second",373
241,"face",371
242,"per",371
243,"among",370
244,"form",370
245,"important",369
246,"often",369
247,"things",368
248,"looked",367
249,"early",366
250,"white",365
251,"case",362
252,"john",362
253,"large",361
254,"big",360
255,"four",360
256,"need",360
257,"become",359
258,"within",359
259,"felt",357
260,"along",355
261,"children",355
262,"saw",352
263,"best",351
264,"church",348
265,"ever",344
266,"least",343
267,"power",342
268,"development",334
269,"light",333
270,"seemed",333
271,"thing",333
272,"family",331
273,"interest",330
274,"want",328
275,"members",325
276,"mind",325
277,"area",324
278,"country",324
279,"others",323
280,"although",321
281,"turned",320
282,"done",319
283,"open",318
284,"god",316
285,"service",315
286,"certain",313
287,"kind",313
288,"problem",313
289,"began",312
290,"different",312
291,"door",312
292,"thus",312
293,"help",311
294,"sense",311
295,"means",310
296,"whole",309
297,"matter",308
298,"perhaps",307
299,"itself",304
300,"york",302
301,"times",300
302,"human",299
303,"law",299
304,"line",298
305,"above",296
306,"name",294
307,"example",292
308,"action",291
309,"company",290
310,"hands",289
311,"local",288
312,"show",288
313,"five",286
314,"history",286
315,"whether",286
316,"gave",285
317,"either",284
318,"today",284
319,"act",283
320,"feet",283
321,"across",282
322,"past",281
323,"quite",281
324,"taken",281
325,"anything",280
326,"having",279
327,"seen",279
328,"death",277
329,"body",276
330,"experience",276
331,"half",275
332,"really",275
333,"week",275
334,"car",274
335,"field",274
336,"word",274
337,"words",274
338,"already",273
339,"themselves",270
340,"information",269
341,"shall",268
342,"tell",268
343,"college",267
344,"together",267
345,"money",265
346,"period",265
347,"held",264
348,"keep",264
349,"sure",263
350,"probably",261
351,"free",259
352,"seems",259
353,"behind",258
354,"cannot",258
355,"political",258
356,"real",258
357,"air",257
358,"question",257
359,"making",255
360,"office",255
361,"brought",253
362,"miss",253
363,"whose",251
364,"special",250
365,"heard",247
366,"major",247
367,"problems",247
368,"ago",246
369,"became",246
370,"federal",246
371,"moment",246
372,"study",246
373,"available",245
374,"known",245
375,"result",244
376,"street",244
377,"economic",243
378,"boy",242
379,"position",241
380,"reason",241
381,"change",240
382,"south",240
383,"board",239
384,"individual",239
385,"job",238
386,"am",237
387,"society",237
388,"areas",236
389,"west",235
390,"close",234
391,"turn",233
392,"community",231
393,"love",231
394,"true",231
395,"court",230
396,"force",230
397,"full",230
398,"cost",229
399,"seem",229
400,"wife",228
401,"age",227
402,"future",227
403,"voice",226
404,"wanted",226
405,"department",225
406,"center",224
407,"woman",224
408,"common",223
409,"control",223
410,"necessary",222
411,"policy",222
412,"following",221
413,"front",221
414,"sometimes",221
415,"girl",220
416,"six",220
417,"clear",219
418,"further",218
419,"land",218
420,"able",216
421,"feel",216
422,"mother",216
423,"music",216
424,"party",216
425,"provide",216
426,"education",214
427,"university",214
428,"child",213
429,"effect",213
430,"level",213
431,"students",213
432,"military",212
433,"run",212
434,"short",212
435,"stood",212
436,"town",212
437,"morning",211
438,"total",211
439,"outside",210
440,"figure",209
441,"rate",209
442,"art",208
443,"century",207
444,"class",207
445,"north",206
446,"usually",206
447,"washington",206
448,"leave",205
449,"plan",205
450,"therefore",205
451,"evidence",204
452,"million",204
453,"sound",204
454,"top",204
455,"black",203
456,"hard",202
457,"strong",202
458,"tax",201
459,"various",201
460,"believe",200
461,"play",200
462,"says",200
463,"surface",200
464,"type",200
465,"value",200
466,"mean",199
467,"soon",199
468,"lines",198
469,"modern",198
470,"near",198
471,"peace",198
472,"table",198
473,"book",197
474,"red",197
475,"road",197
476,"minutes",196
477,"personal",196
478,"process",196
479,"situation",196
480,"alone",195
481,"english",195
482,"gone",195
483,"idea",195
484,"increase",195
485,"nor",195
486,"schools",195
487,"women",195
488,"america",194
489,"living",194
490,"started",194
491,"longer",193
492,"cut",192
493,"finally",191
494,"nature",191
495,"private",191
496,"secretary",191
497,"third",190
498,"months",189
499,"section",189
500,"call",188
501,"greater",188
502,"expected",187
503,"fire",187
504,"needed",187
505,"ground",186
506,"kept",186
507,"values",186
508,"view",186
509,"dark",185
510,"everything",185
511,"pressure",185
512,"basis",184
513,"space",184
514,"east",183
515,"father",183
516,"complete",182
517,"required",182
518,"spirit",182
519,"union",182
520,"except",181
521,"moved",181
522,"wrote",181
523,"conditions",180
524,"return",180
525,"support",180
526,"attention",179
527,"late",179
528,"particular",179
529,"recent",179
530,"hope",177
531,"live",177
532,"brown",176
533,"costs",176
534,"else",176
535,"beyond",175
536,"forces",175
537,"nations",175
538,"stage",175
539,"taking",175
540,"coming",174
541,"dead",174
542,"hours",174
543,"inside",174
544,"material",174
545,"person",174
546,"read",174
547,"report",174
548,"data",173
549,"heart",173
550,"instead",173
551,"looking",173
552,"lost",173
553,"low",173
554,"miles",173
555,"added",172
556,"amount",172
557,"feeling",172
558,"followed",172
559,"makes",172
560,"pay",172
561,"single",172
562,"basic",171
563,"cold",171
564,"hundred",171
565,"including",171
566,"industry",171
567,"move",171
568,"research",171
569,"simply",171
570,"developed",170
571,"tried",170
572,"hold",169
573,"reached",169
574,"committee",168
575,"defense",167
576,"equipment",167
577,"island",167
578,"actually",166
579,"shown",166
580,"central",165
581,"religious",165
582,"river",165
583,"son",165
584,"beginning",164
585,"getting",164
586,"sort",164
587,"ten",164
588,"doing",163
589,"received",163
590,"rest",163
591,"terms",163
592,"trying",163
593,"care",162
594,"especially",162
595,"friends",162
596,"indeed",162
597,"medical",162
598,"picture",162
599,"administration",161
600,"difficult",161
601,"fine",161
602,"subject",161
603,"building",160
604,"higher",160
605,"simple",160
606,"wall",160
607,"meeting",159
608,"walked",159
609,"bring",158
610,"floor",158
611,"foreign",158
612,"paper",157
613,"passed",157
614,"range",157
615,"similar",157
616,"final",156
617,"natural",156
618,"property",156
619,"training",156
620,"cent",155
621,"county",155
622,"growth",155
623,"international",155
624,"market",155
625,"police",155
626,"england",154
627,"start",154
628,"talk",154
629,"written",154
630,"hear",153
631,"story",153
632,"suddenly",153
633,"answer",152
634,"congress",152
635,"hall",152
636,"issue",152
637,"needs",152
638,"considered",151
639,"countries",151
640,"likely",151
641,"working",151
642,"earth",150
643,"sat",150
644,"entire",149
645,"happened",149
646,"labor",149
647,"meet",149
648,"purpose",149
649,"results",149
650,"cases",148
651,"difference",148
652,"hair",148
653,"production",148
654,"stand",148
655,"william",148
656,"fall",147
657,"food",147
658,"involved",147
659,"stock",147
660,"earlier",146
661,"increased",146
662,"particularly",146
663,"whom",146
664,"below",145
665,"club",145
666,"effort",145
667,"hour",145
668,"knowledge",145
669,"letter",145
670,"paid",145
671,"sent",145
672,"thinking",145
673,"using",145
674,"christian",144
675,"yes",144
676,"bill",143
677,"blue",143
678,"boys",143
679,"certainly",143
680,"deal",143
681,"ideas",143
682,"industrial",143
683,"points",143
684,"ready",143
685,"square",143
686,"trade",143
687,"addition",142
688,"bad",142
689,"due",142
690,"girls",142
691,"method",142
692,"methods",142
693,"moral",142
694,"decided",141
695,"directly",141
696,"nearly",141
697,"neither",141
698,"reading",141
699,"showed",141
700,"statement",141
701,"throughout",141
702,"weeks",141
703,"according",140
704,"anyone",140
705,"color",140
706,"kennedy",140
707,"questions",140
708,"try",140
709,"french",139
710,"lay",139
711,"nation",139
712,"programs",139
713,"services",139
714,"physical",138
715,"remember",138
716,"size",138
717,"comes",137
718,"member",137
719,"record",137
720,"southern",137
721,"strength",137
722,"understand",137
723,"western",137
724,"normal",136
725,"population",136
726,"appeared",135
727,"concerned",135
728,"district",135
729,"merely",135
730,"temperature",135
731,"volume",135
732,"aid",134
733,"direction",134
734,"ran",134
735,"summer",134
736,"trial",134
737,"trouble",134
738,"continued",133
739,"evening",133
740,"friend",133
741,"list",133
742,"literature",133
743,"maybe",133
744,"sales",133
745,"army",132
746,"association",132
747,"generally",132
748,"influence",132
749,"led",132
750,"met",132
751,"provided",132
752,"chance",131
753,"changes",131
754,"former",131
755,"husband",131
756,"opened",131
757,"science",131
758,"step",131
759,"student",131
760,"average",130
761,"cause",130
762,"hot",130
763,"month",130
764,"series",130
765,"works",130
766,"direct",129
767,"effective",129
768,"george",129
769,"lead",129
770,"myself",129
771,"piece",129
772,"planning",129
773,"soviet",129
774,"stopped",129
775,"systems",129
776,"theory",129
777,"wrong",129
778,"ask",128
779,"clearly",128
780,"freedom",128
781,"movement",128
782,"organization",128
783,"ways",128
784,"worked",128
785,"beautiful",127
786,"bed",127
787,"consider",127
788,"efforts",127
789,"fear",127
790,"forms",127
791,"lot",127
792,"meaning",127
793,"note",127
794,"press",127
795,"somewhat",127
796,"spring",127
797,"treatment",127
798,"hotel",126
799,"placed",126
800,"truth",126
801,"apparently",125
802,"carried",125
803,"degree",125
804,"groups",125
805,"herself",125
806,"numbers",125
807,"plant",125
808,"respect",125
809,"wide",125
810,"easy",124
811,"farm",124
812,"manner",124
813,"reaction",124
814,"approach",123
815,"game",123
816,"immediately",123
817,"larger",123
818,"lower",123
819,"recently",123
820,"running",123
821,"charge",122
822,"couple",122
823,"daily",122
824,"de",122
825,"eye",122
826,"feed",122
827,"oh",122
828,"performance",122
829,"arms",121
830,"blood",121
831,"c",121
832,"march",121
833,"opportunity",121
834,"persons",121
835,"understanding",121
836,"additional",120
837,"described",120
838,"fiscal",120
839,"progress",120
840,"radio",120
841,"stop",120
842,"technical",120
843,"based",119
844,"chief",119
845,"decision",119
846,"determined",119
847,"image",119
848,"main",119
849,"religion",119
850,"reported",119
851,"served",119
852,"steps",119
853,"test",119
854,"window",119
855,"aj",118
856,"british",118
857,"character",118
858,"europe",118
859,"gun",118
860,"middle",118
861,"responsibility",118
862,"account",117
863,"appear",117
864,"horse",117
865,"learned",117
866,"writing",117
867,"activity",116
868,"green",116
869,"length",116
870,"ones",116
871,"serious",116
872,"types",116
873,"activities",115
874,"audience",115
875,"corner",115
876,"forward",115
877,"letters",115
878,"lived",115
879,"nuclear",115
880,"obtained",115
881,"returned",115
882,"slowly",115
883,"specific",115
884,"design",114
885,"doubt",114
886,"gives",114
887,"hit",114
888,"justice",114
889,"latter",114
890,"moving",114
891,"obviously",114
892,"plane",114
893,"quality",114
894,"straight",114
895,"born",113
896,"choice",113
897,"figures",113
898,"function",113
899,"include",113
900,"operation",113
901,"parts",113
902,"pattern",113
903,"plans",113
904,"poor",113
905,"saying",113
906,"seven",113
907,"shot",113
908,"staff",113
909,"stay",113
910,"cars",112
911,"sun",112
912,"whatever",112
913,"faith",111
914,"pool",111
915,"ball",110
916,"completely",110
917,"corps",110
918,"extent",110
919,"heavy",110
920,"hospital",110
921,"lack",110
922,"speak",110
923,"standard",110
924,"waiting",110
925,"wish",110
926,"ahead",109
927,"deep",109
928,"democratic",109
929,"firm",109
930,"income",109
931,"language",109
932,"principle",109
933,"visit",109
934,"analysis",108
935,"designed",108
936,"distance",108
937,"effects",108
938,"established",108
939,"expect",108
940,"growing",108
941,"importance",108
942,"indicated",108
943,"none",108
944,"price",108
945,"products",108
946,"attitude",107
947,"cities",107
948,"continue",107
949,"determine",107
950,"division",107
951,"easily",107
952,"elements",107
953,"existence",107
954,"leaders",107
955,"negro",107
956,"pretty",107
957,"serve",107
958,"stress",107
959,"afternoon",106
960,"agreement",106
961,"applied",106
962,"closed",106
963,"factors",106
964,"hardly",106
965,"limited",106
966,"remained",106
967,"scene",106
968,"write",106
969,"attack",105
970,"b",105
971,"drive",105
972,"health",105
973,"interested",105
974,"married",105
975,"professional",105
976,"reach",105
977,"rhode",105
978,"season",105
979,"station",105
980,"suggested",105
981,"becomes",104
982,"covered",104
983,"current",104
984,"despite",104
985,"eight",104
986,"played",104
987,"role",104
988,"spent",104
989,"built",103
990,"commission",103
991,"council",103
992,"date",103
993,"exactly",103
994,"machine",103
995,"mouth",103
996,"original",103
997,"race",103
998,"reasons",103
999,"studies",103
1000,"teeth",103
1001,"unit",103
1002,"demand",102
1003,"news",102
1004,"prepared",102
1005,"rates",102
1006,"related",102
1007,"relations",102
1008,"rise",102
1009,"supply",102
1010,"bit",101
1011,"director",101
1012,"dropped",101
1013,"events",101
1014,"james",101
1015,"officer",101
1016,"playing",101
1017,"raised",101
1018,"standing",101
1019,"sunday",101
1020,"trees",101
1021,"unless",101
1022,"clay",100
1023,"doctor",100
1024,"energy",100
1025,"facilities",100
1026,"meant",100
1027,"places",100
1028,"sides",100
1029,"talking",100
1030,"thomas",100
1031,"walk",100
1032,"actual",99
1033,"filled",99
1034,"gas",99
1035,"glass",99
1036,"jazz",99
1037,"june",99
1038,"knows",99
1039,"poet",99
1040,"techniques",99
1041,"bridge",98
1042,"caught",98
1043,"chicago",98
1044,"claim",98
1045,"concern",98
1046,"entered",98
1047,"fight",98
1048,"happy",98
1049,"institutions",98
1050,"mass",98
1051,"popular",98
1052,"share",98
1053,"style",98
1054,"cattle",97
1055,"christ",97
1056,"communist",97
1057,"dollars",97
1058,"follow",97
1059,"heat",97
1060,"included",97
1061,"materials",97
1062,"radiation",97
1063,"status",97
1064,"suppose",97
1065,"thousand",97
1066,"accepted",96
1067,"behavior",96
1068,"books",96
1069,"charles",96
1070,"churches",96
1071,"conference",96
1072,"considerable",96
1073,"film",96
1074,"giving",96
1075,"opinion",96
1076,"primary",96
1077,"sitting",96
1078,"usual",96
1079,"attempt",95
1080,"changed",95
1081,"construction",95
1082,"funds",95
1083,"hell",95
1084,"marriage",95
1085,"oil",95
1086,"proper",95
1087,"sea",95
1088,"sir",95
1089,"successful",95
1090,"arm",94
1091,"discussion",94
1092,"everyone",94
1093,"highly",94
1094,"park",94
1095,"practice",94
1096,"shows",94
1097,"sign",94
1098,"someone",94
1099,"source",94
1100,"tradition",94
1101,"wait",94
1102,"worth",94
1103,"americans",93
1104,"annual",93
1105,"authority",93
1106,"lord",93
1107,"older",93
1108,"project",93
1109,"remain",93
1110,"success",93
1111,"fell",92
1112,"jack",92
1113,"leadership",92
1114,"obvious",92
1115,"pieces",92
1116,"principal",92
1117,"thin",92
1118,"base",91
1119,"civil",91
1120,"complex",91
1121,"condition",91
1122,"dinner",91
1123,"entirely",91
1124,"frequently",91
1125,"management",91
1126,"measure",91
1127,"mike",91
1128,"objective",91
1129,"parents",91
1130,"records",91
1131,"security",91
1132,"structure",91
1133,"weight",91
1134,"balance",90
1135,"caused",90
1136,"corporation",90
1137,"dance",90
1138,"equal",90
1139,"kitchen",90
1140,"noted",90
1141,"produced",90
1142,"purposes",90
1143,"clothes",89
1144,"develop",89
1145,"failure",89
1146,"famous",89
1147,"goes",89
1148,"london",89
1149,"names",89
1150,"pass",89
1151,"published",89
1152,"quickly",89
1153,"regard",89
1154,"active",88
1155,"add",88
1156,"announced",88
1157,"bottom",88
1158,"break",88
1159,"carry",88
1160,"check",88
1161,"cover",88
1162,"enemy",88
1163,"greatest",88
1164,"key",88
1165,"king",88
1166,"laws",88
1167,"leaving",88
1168,"manager",88
1169,"moreover",88
1170,"pain",88
1171,"poetry",88
1172,"relationship",88
1173,"sources",88
1174,"assistance",87
1175,"battle",87
1176,"bright",87
1177,"carefully",87
1178,"companies",87
1179,"facts",87
1180,"finished",87
1181,"fixed",87
1182,"mary",87
1183,"operating",87
1184,"possibility",87
1185,"product",87
1186,"spoke",87
1187,"touch",87
1188,"units",87
1189,"allowed",86
1190,"build",86
1191,"citizens",86
1192,"died",86
1193,"financial",86
1194,"inches",86
1195,"loss",86
1196,"otherwise",86
1197,"patient",86
1198,"philosophy",86
1199,"previous",86
1200,"require",86
1201,"rose",86
1202,"scientific",86
1203,"seeing",86
1204,"significant",86
1205,"takes",86
1206,"workers",86
1207,"capital",85
1208,"captain",85
1209,"classes",85
1210,"concept",85
1211,"distribution",85
1212,"german",85
1213,"marked",85
1214,"musical",85
1215,"post",85
1216,"relatively",85
1217,"rules",85
1218,"shape",85
1219,"stated",85
1220,"stations",85
1221,"variety",85
1222,"affairs",84
1223,"appears",84
1224,"aware",84
1225,"begin",84
1226,"broad",84
1227,"catholic",84
1228,"circumstances",84
1229,"collection",84
1230,"impossible",84
1231,"learn",84
1232,"named",84
1233,"operations",84
1234,"proposed",84
1235,"remains",84
1236,"reports",84
1237,"sex",84
1238,"strange",84
1239,"bank",83
1240,"capacity",83
1241,"governor",83
1242,"henry",83
1243,"houses",83
1244,"interests",83
1245,"mark",83
1246,"offered",83
1247,"officers",83
1248,"opening",83
1249,"prevent",83
1250,"regular",83
1251,"remembered",83
1252,"requirements",83
1253,"robert",83
1254,"ship",83
1255,"sight",83
1256,"slightly",83
1257,"speed",83
1258,"spread",83
1259,"team",83
1260,"winter",83
1261,"yesterday",83
1262,"bar",82
1263,"crisis",82
1264,"drink",82
1265,"fresh",82
1266,"instance",82
1267,"interesting",82
1268,"poems",82
1269,"presented",82
1270,"produce",82
1271,"train",82
1272,"youth",82
1273,"agreed",81
1274,"apartment",81
1275,"campaign",81
1276,"cells",81
1277,"created",81
1278,"essential",81
1279,"event",81
1280,"file",81
1281,"forced",81
1282,"germany",81
1283,"immediate",81
1284,"index",81
1285,"lives",81
1286,"neck",81
1287,"nine",81
1288,"opposite",81
1289,"provides",81
1290,"subjects",81
1291,"trip",81
1292,"watch",81
1293,"watched",81
1294,"explained",80
1295,"features",80
1296,"fully",80
1297,"gray",80
1298,"indicate",80
1299,"lady",80
1300,"offer",80
1301,"providence",80
1302,"recognized",80
1303,"russian",80
1304,"session",80
1305,"teacher",80
1306,"twenty",80
1307,"atmosphere",79
1308,"desire",79
1309,"differences",79
1310,"economy",79
1311,"expression",79
1312,"maximum",79
1313,"mentioned",79
1314,"procedure",79
1315,"reality",79
1316,"reduced",79
1317,"sam",79
1318,"separate",79
1319,"studied",79
1320,"term",79
1321,"beside",78
1322,"coffee",78
1323,"edge",78
1324,"enter",78
1325,"fair",78
1326,"fast",78
1327,"favor",78
1328,"literary",78
1329,"looks",78
1330,"mission",78
1331,"picked",78
1332,"secret",78
1333,"smaller",78
1334,"tone",78
1335,"traditional",78
1336,"address",77
1337,"anode",77
1338,"believed",77
1339,"editor",77
1340,"election",77
1341,"follows",77
1342,"judge",77
1343,"laid",77
1344,"model",77
1345,"permit",77
1346,"response",77
1347,"rights",77
1348,"solid",77
1349,"t",77
1350,"title",77
1351,"vocational",77
1352,"bottle",76
1353,"buildings",76
1354,"difficulty",76
1355,"formed",76
1356,"hearing",76
1357,"knife",76
1358,"memory",76
1359,"nice",76
1360,"p",76
1361,"presence",76
1362,"quiet",76
1363,"receive",76
1364,"region",76
1365,"telephone",76
1366,"watching",76
1367,"camp",75
1368,"dog",75
1369,"expressed",75
1370,"fit",75
1371,"france",75
1372,"junior",75
1373,"killed",75
1374,"murder",75
1375,"official",75
1376,"personnel",75
1377,"planned",75
1378,"removed",75
1379,"rock",75
1380,"round",75
1381,"stayed",75
1382,"treated",75
1383,"turning",75
1384,"virginia",75
1385,"vote",75
1386,"ability",74
1387,"berlin",74
1388,"claims",74
1389,"contrast",74
1390,"faculty",74
1391,"failed",74
1392,"fourth",74
1393,"frame",74
1394,"gain",74
1395,"increasing",74
1396,"interior",74
1397,"jewish",74
1398,"leader",74
1399,"nobody",74
1400,"november",74
1401,"observed",74
1402,"pointed",74
1403,"positive",74
1404,"rich",74
1405,"selected",74
1406,"send",74
1407,"standards",74
1408,"store",74
1409,"twice",74
1410,"advantage",73
1411,"brief",73
1412,"brother",73
1413,"chapter",73
1414,"die",73
1415,"discovered",73
1416,"individuals",73
1417,"louis",73
1418,"membership",73
1419,"nevertheless",73
1420,"powers",73
1421,"pulled",73
1422,"rule",73
1423,"valley",73
1424,"writer",73
1425,"writers",73
1426,"accept",72
1427,"allow",72
1428,"assumed",72
1429,"boat",72
1430,"broke",72
1431,"command",72
1432,"daughter",72
1433,"detail",72
1434,"everybody",72
1435,"evil",72
1436,"faces",72
1437,"familiar",72
1438,"fields",72
1439,"fighting",72
1440,"hill",72
1441,"increases",72
1442,"items",72
1443,"jones",72
1444,"legal",72
1445,"master",72
1446,"morgan",72
1447,"ordinary",72
1448,"phase",72
1449,"platform",72
1450,"plus",72
1451,"resources",72
1452,"russia",72
1453,"sharp",72
1454,"somehow",72
1455,"upper",72
1456,"village",72
1457,"wants",72
1458,"wine",72
1459,"approximately",71
1460,"april",71
1461,"beauty",71
1462,"carrying",71
1463,"chosen",71
1464,"column",71
1465,"compared",71
1466,"constant",71
1467,"du",71
1468,"factor",71
1469,"forth",71
1470,"historical",71
1471,"mercer",71
1472,"principles",71
1473,"proved",71
1474,"responsible",71
1475,"richard",71
1476,"smiled",71
1477,"unity",71
1478,"universe",71
1479,"aircraft",70
1480,"box",70
1481,"buy",70
1482,"calls",70
1483,"communism",70
1484,"danger",70
1485,"dogs",70
1486,"drawn",70
1487,"dust",70
1488,"educational",70
1489,"exchange",70
1490,"foot",70
1491,"independence",70
1492,"independent",70
1493,"naturally",70
1494,"rain",70
1495,"revolution",70
1496,"rome",70
1497,"san",70
1498,"sections",70
1499,"shelter",70
1500,"song",70
1501,"waited",70
1502,"walls",70
1503,"ancient",69
1504,"china",69
1505,"clean",69
1506,"completed",69
1507,"connection",69
1508,"fashion",69
1509,"league",69
1510,"levels",69
1511,"liberal",69
1512,"lips",69
1513,"ordered",69
1514,"politics",69
1515,"realize",69
1516,"realized",69
1517,"seek",69
1518,"settled",69
1519,"sweet",69
1520,"teachers",69
1521,"texas",69
1522,"weather",69
1523,"willing",69
1524,"actions",68
1525,"animal",68
1526,"application",68
1527,"appropriate",68
1528,"article",68
1529,"beat",68
1530,"characteristic",68
1531,"directed",68
1532,"drew",68
1533,"dry",68
1534,"electric",68
1535,"electronic",68
1536,"emotional",68
1537,"excellent",68
1538,"families",68
1539,"fifty",68
1540,"flow",68
1541,"frank",68
1542,"horses",68
1543,"initial",68
1544,"khrushchev",68
1545,"largely",68
1546,"leading",68
1547,"minimum",68
1548,"monday",68
1549,"ought",68
1550,"pictures",68
1551,"policies",68
1552,"practical",68
1553,"projects",68
1554,"protection",68
1555,"quick",68
1556,"signs",68
1557,"stands",68
1558,"starting",68
1559,"statements",68
1560,"traffic",68
1561,"won",68
1562,"answered",67
1563,"aside",67
1564,"asking",67
1565,"background",67
1566,"career",67
1567,"chairman",67
1568,"communication",67
1569,"dress",67
1570,"ends",67
1571,"estimated",67
1572,"flat",67
1573,"impact",67
1574,"jury",67
1575,"legs",67
1576,"occurred",67
1577,"paris",67
1578,"potential",67
1579,"reference",67
1580,"saturday",67
1581,"sit",67
1582,"teaching",67
1583,"thick",67
1584,"warm",67
1585,"wonder",67
1586,"yourself",67
1587,"adequate",66
1588,"arts",66
1589,"besides",66
1590,"birth",66
1591,"block",66
1592,"capable",66
1593,"chair",66
1594,"closely",66
1595,"cutting",66
1596,"declared",66
1597,"employees",66
1598,"experiments",66
1599,"fingers",66
1600,"forest",66
1601,"gets",66
1602,"gross",66
1603,"hanover",66
1604,"helped",66
1605,"honor",66
1606,"intellectual",66
1607,"issues",66
1608,"july",66
1609,"measured",66
1610,"ourselves",66
1611,"page",66
1612,"plays",66
1613,"properties",66
1614,"relief",66
1615,"score",66
1616,"search",66
1617,"significance",66
1618,"substantial",66
1619,"achievement",65
1620,"attorney",65
1621,"california",65
1622,"cell",65
1623,"desk",65
1624,"discussed",65
1625,"dominant",65
1626,"escape",65
1627,"headquarters",65
1628,"holding",65
1629,"hung",65
1630,"imagination",65
1631,"jobs",65
1632,"join",65
1633,"newspaper",65
1634,"object",65
1635,"objects",65
1636,"passing",65
1637,"phil",65
1638,"rapidly",65
1639,"sleep",65
1640,"supposed",65
1641,"typical",65
1642,"wore",65
1643,"aspects",64
1644,"belief",64
1645,"bodies",64
1646,"contemporary",64
1647,"credit",64
1648,"dream",64
1649,"empty",64
1650,"explain",64
1651,"grew",64
1652,"laos",64
1653,"located",64
1654,"maintenance",64
1655,"matters",64
1656,"message",64
1657,"primarily",64
1658,"reasonable",64
1659,"resolution",64
1660,"site",64
1661,"spiritual",64
1662,"towards",64
1663,"yards",64
1664,"appeal",63
1665,"argument",63
1666,"assume",63
1667,"benefit",63
1668,"broken",63
1669,"competition",63
1670,"contact",63
1671,"domestic",63
1672,"dramatic",63
1673,"experiment",63
1674,"fellow",63
1675,"grow",63
1676,"happen",63
1677,"highest",63
1678,"jesus",63
1679,"kill",63
1680,"location",63
1681,"narrow",63
1682,"parker",63
1683,"powerful",63
1684,"relation",63
1685,"rifle",63
1686,"shop",63
1687,"signal",63
